study,prenr,year,field,glescomp,survey,Fortlaufende,STARTH,STARTMIN,STARTSEC,starttime,ENDEH,ENDEMIN,ENDESEC,endtime,duration_time,TEXT,Participation_W1,Interupted,MODFRAGE,STRATEGI,VALENZ,Content,Character,Theme,ZEIT,POLHAND,KONKR,OBJ,POLEB,BULA,OBJ1,OBJ1S,OBJ1P,OBJ2,OBJ2S,OBJ2P,GRPDARST,HUMOR,Metaphor,Scold,ZAHLEN,LAGE,WERTE,STATISTI,BEISPIEL,HISTORIE,ZITAT
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",82,0,14,56,896,0,15,1,901,5,"...mine, then the viewers can also form their own opinion.",Merkel,no,does not apply,No strategy,does not apply,Content cannot be assigned,does not apply,does not apply,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Moderatoren,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",83,0,15,1,901,0,15,15,915,14,"^ I don't think we need to restart the social market economy either. I think the social market economy in Germany was okay on the whole, otherwise the Red-Greens would have lived in the market radicalism of the international markets, so to speak.",Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Economic policy area,The past,None of this,does not apply,singular,Federal level,does not apply,Politik/Parteien allgemein,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",84,0,15,15,915,0,15,27,927,12,"That's not the point. The point is that we don't yet have any international mechanisms. And I completely agree with you, of course we also need to regulate some things nationally. This includes manager salaries, for example.",Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Special topic manager salaries,Future,Announcement of future plans,General presentation,singular,Federal level,does not apply,Politik/Parteien allgemein,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",85,0,15,27,927,0,15,30,930,3, We've got quite a few things off the ground together.,Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Economic policy area,The past,Description of made/not-made policy,Zero statement,singular,Federal level,does not apply,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,Inclusive representation,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",86,0,15,30,930,0,15,45,945,15,"And ^ that, and ^ that where we disagree, we can talk about it, but really enforce it, really enforce it - if you let me finish the sentence, we will only really enforce things if they ^ ^ also apply internationally in the essential points.",Merkel,Plasberg,does not apply,Self-presentation,does not apply,Politics,does not apply,Economic policy area,The future,Announcement of future plans,Zero statement,singular,Federal level,does not apply,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,Inclusive representation,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",87,0,15,45,945,0,15,50,950,5,I wanted to promise you that manager salaries - it's always easy to talk about third parties - will be discussed in detail in a moment.,Plasberg,no,open question,does not apply,does not apply,Politics,does not apply,Special topic manager salaries,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",88,0,15,50,950,0,16,21,981,31,"You have praised the social economy model as a successful model. It is a successful model, but it depends on people saying that things are fair in this country. And in a survey this September, 52 percent of people said that things are not fair in this country. And that's after four years of your chancellorship. If you could give this country, this Germany, a school grade, I ask you, what grade would you give it in the subject ""social justice""?",Plasberg,no,open question,does not apply,does not apply,Character,Personal,does not apply,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",89,0,16,21,981,0,16,25,985,4,"Well, I'm not a teacher. And that's why I don't give grades.",Merkel,no,does not apply,Self-presentation,does not apply,Character,Personal,does not apply,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",90,0,16,25,985,0,16,31,991,6,"I can only understand that, given the many circumstances, many people in Germany do not find it fair enough,",Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Social policy area,Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,"Bürger, Wähler, Volk",trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,Yes,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",91,0,16,31,991,0,16,47,1007,16,"For example, when I think of Arcandor these days, every Karstadt saleswoman is worried about her job, doesn't know what will happen to her and one of them works for six months and gets a salary for five years. And ^ ^ that can't be right. I understand that.",Merkel,Plasberg,does not apply,Attack,Implicit,Politics,does not apply,Special topic Arcandor (Karstadt-Quelle),Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,Sonstige Akteure,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,Yes,no,Yes,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",92,0,16,47,1007,0,16,50,1010,3,"And about that, yes, I ^ yes, I now have to say what the injustice is about",Merkel,no,does not apply,No strategy,does not apply,Content cannot be assigned,does not apply,does not apply,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,Yes,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",93,0,16,50,1010,0,16,52,1012,2,Are you not confident in your own judgment?,Plasberg,no,Critical question,does not apply,does not apply,Character,Personal,does not apply,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",94,0,16,52,1012,0,17,3,1023,11,"I'm just saying that the more people we give the prospect of work, the fairer we are in this country and that my government has made considerable progress in this respect.",Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,"Unemployment, unemployment figures",The past,Description of made/not-made policy,Zero statement,singular,Federal level,does not apply,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,Exclusionary representation,no,no,no,no,negative impression,Yes,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",95,0,17,3,1023,0,17,18,1038,15,"But of course we cannot be satisfied if we now see unemployment rising again during the crisis. And that is why we must do everything we can to create jobs through growth, sustainable growth. Then the sense of justice will also improve.",Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,"Unemployment, unemployment figures",Future,Announcement of future plans,Commonplace,singular,Federal level,does not apply,Politik/Parteien allgemein,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",96,0,17,18,1038,0,17,26,1046,8,"Mrs. Merkel, if you didn't want to give a school grade, would you be among the 52 percent who said that things are not fair, or would you be among the 48 percent who say that things are rather fair?",Plasberg,no,open question,does not apply,does not apply,Politics,does not apply,POLICY,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",97,0,17,26,1046,0,17,45,1065,19,"I would say that, in an international comparison, there is a lot of justice in Germany, but that I also know of many things where I would like things to be even fairer. And that's why we work politically. That's also why we have our programs. And ^ the good things can always be improved. And that ^ is why we have problems that we still need to work on.",Merkel,no,does not apply,Self-criticism,does not apply,Politics,does not apply,POLICY,Future,Announcement of future plans,Zero statement,singular,Federal level,does not apply,Politik/Parteien allgemein,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",98,0,17,45,1065,0,17,47,1067,2,52 percent. Does that hurt you after four years?,Plasberg,no,open question,does not apply,does not apply,Character,Personal,does not apply,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",99,0,17,47,1067,0,17,58,1078,11,"I would be happy if more people would say that it is ^^ that it is fair, although I don't know if you have the figures of what it looked like 4 years ago and what it looked like 8 years ago. So, that's just put out there now.",Merkel,no,does not apply,No strategy,does not apply,Politics,does not apply,POLICY,Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",100,0,17,58,1078,0,18,7,1087,9,"People who don't have a job in eastern Germany, for example, sometimes have the impression that things aren't fair. They would like to work. That is quite natural.",Merkel,no,does not apply,No strategy,does not apply,Politics,does not apply,East Germany area,Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,"Bürger, Wähler, Volk",trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,Yes,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",101,0,18,7,1087,0,18,13,1093,6,"And that's why we always have to work on it, but if we do, then we can only judge it from a long-term perspective.",Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,POLICY,The future,Announcement of future plans,Zero statement,singular,Federal level,does not apply,Politik/Parteien allgemein,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",102,0,18,13,1093,0,18,17,1097,4,"Mr. Steinmeier, the S in SPD also stands for social.",Limbourg,no,open question,does not apply,does not apply,Politics,does not apply,Social policy area,does not apply,does not apply,does not apply,singular,Federal level,does not apply,SPD,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",103,0,18,17,1097,0,18,20,1100,3,Perhaps you are a little braver than the Chancellor.,Limbourg,no,open question,does not apply,does not apply,Politics,does not apply,POLICY,does not apply,does not apply,does not apply,comparative,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,Angela Merkel,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",104,0,18,20,1100,0,18,29,1109,9,"After all, you have now been in this federal government for 11 years in various cabinets. What grade would you give Germany on the whole issue of social justice?",Limbourg,no,open question,does not apply,does not apply,Politics,does not apply,POLICY,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",105,0,18,29,1109,0,18,36,1116,7,"You know, social justice, ^ that's not just in some party manifesto.",Steinmeier,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Election programs/government programs of the parties,Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,Politik/Parteien allgemein,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,Yes,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",106,0,18,36,1116,0,18,54,1134,18,"That is the reason why I went into politics. And that's why I can tell you with some experience that this will be a goal that we have to keep working towards. If you had asked me last August, I would have said that we were slowly moving from ""satisfactory"" to ""two"". This crisis has set us back.",Steinmeier,no,does not apply,Self-presentation,does not apply,Politics,does not apply,POLICY,The past,Description of made/not-made policy,Zero statement,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,negative impression,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",107,0,18,54,1134,0,19,13,1153,19,"And what is much more worrying, Mr. Limbourg, is ^ that since ^ September last year, two things have been happening at the same time that really worry me and where we need to take countermeasures. On the one hand, you remember the case where the cashier is caught with her €1.50 deposit receipt in her pocket, is dismissed without notice and sent to the",Steinmeier,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Labor market policy area,The past,None of this,does not apply,singular,Federal level,does not apply,"Bürger, Wähler, Volk",trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,Yes,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",108,0,19,13,1153,0,19,20,1160,7,"At the same time, in the same months, a manager who sank billions for his bank, even with a severance payment and this",Steinmeier,Plasberg,does not apply,Attack,Explicitly,Politics,does not apply,Special topic manager salaries,The past,None of this,does not apply,singular,Federal level,does not apply,Sonstige Akteure,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,negative impression,no,no,Yes,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",109,0,19,20,1160,0,19,23,1163,3,What would we do tonight without a manager?,Plasberg,no,open question,does not apply,does not apply,Politics,does not apply,Special topic manager salaries,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Nicht feststellbar,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",110,0,19,24,1164,0,19,29,1169,5,"Yes, Mr. Plasberg, you can laugh about it, but ^ it's really grating on the nerves of this society.",Steinmeier,Limbourg,does not apply,Attack,Explicitly,Politics,does not apply,Special topic manager salaries,Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,Moderatoren,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,Yes,no,negative impression,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",111,0,19,29,1169,0,19,33,1173,4,"So, is Germany a socially unjust country, Mr. Steinmeier?",Limbourg,no,Critical question,does not apply,does not apply,Politics,does not apply,Social policy area,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",112,0,19,33,1173,0,19,51,1191,18,"This can tear social cohesion apart. And that is an aspect of injustice, Mr. Limbourg, that is not necessarily measured in the benefits paid to ""Hartz IV"" recipients or to children or single parents. In this respect, I say we were on the right track, but we have fallen behind.",Steinmeier,Plasberg,does not apply,Self-presentation,does not apply,Politics,does not apply,Social policy area,The past,Description of made/not-made policy,Zero statement,singular,Federal level,does not apply,Politik/Parteien allgemein,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,Yes,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",113,0,19,51,1191,0,20,10,1210,19,"1.3 million people, Chancellor Merkel, have to claim Hartz IV benefits even though they are working. You say: ""Work must be worthwhile."" How do you think this phrase sounds to the ears of people who work and still have to go to the authorities to get money from the state?",Plasberg,no,Critical question,does not apply,does not apply,Politics,does not apply,Agenda 2010/ Hartz IV,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",114,0,20,10,1210,0,20,33,1233,23,"Yes, this is a ^ situation that naturally depresses people and ^^ where everything must of course be done to ensure that these people can manage without additional support ^. Some of these 1.3 million are part-time employees, some work full-time. This is particularly bitter for those who work 8 hours a day.",Merkel,Plasberg,does not apply,Self-presentation,does not apply,Politics,does not apply,Agenda 2010/ Hartz IV,Future,Announcement of future plans,General presentation,singular,Federal level,does not apply,"Bürger, Wähler, Volk",trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,negative impression,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",115,0,20,33,1233,0,20,40,1240,7,"No, now please let me talk ^ through it. ^ I would like, no, no, I would just like to finish my sentence now, that",Merkel,no,does not apply,No strategy,does not apply,Content cannot be assigned,does not apply,does not apply,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Moderatoren,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",116,0,20,40,1240,0,20,50,1250,10,"that ^ we ^ we ^ this, in this context of course, first of all have a minimum income in Germany and that this is a legal entitlement to receive it.",Merkel,no,does not apply,No strategy,does not apply,Politics,does not apply,Agenda 2010/ Hartz IV,Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,Nicht feststellbar,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",117,0,20,50,1250,0,21,30,1290,40,"And now the question arises ^^ we are approaching the subject of the minimum wage, if I understand correctly, can this question be answered with a minimum wage, yes or no? Then I say that there is a danger that this will result in fewer jobs and that people will have no chance of ever finding their own employment. I understand anyone who doesn't earn enough and needs to earn ^ extra money. But I also say that everyone who is put on the path to getting back into a job with which they can support themselves and live is a gain for our country. And we have achieved this in many, many places.",Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,"Unemployment, unemployment figures",The past,Description of made/not-made policy,Commonplace,singular,Federal level,does not apply,"Bürger, Wähler, Volk",trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",118,0,21,30,1290,0,21,43,1303,13,The only question is what prices this will lead to on both sides. Just forget the Berlin celebrity and political hairdresser Udo Walz. Do you know what a ridiculous price you can get your hair cut for in the German capital?,Plasberg,no,open question,does not apply,does not apply,Character,Personal,does not apply,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",119,0,21,43,1303,0,21,49,1309,6,"I am relatively ^ familiar with this and know that it is now available at a wide variety of very, very, very low...",Merkel,Plasberg,does not apply,No strategy,does not apply,Character,Personal,does not apply,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",120,0,21,49,1309,0,22,2,1322,13,"But you pay more than 8.95 euros I hope, because that's the ladies' price, 4.95 euros for men. That's where the low-wage sector meets the poor customer sector. How do you intend to stop this downward spiral?",Plasberg,no,Critical question,does not apply,does not apply,Politics,does not apply,Wage policy in general,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",121,0,22,2,1322,0,22,7,1327,5,"Yes, we want to stop it by doing what we ourselves have already done in government.",Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Wage policy in general,Future,Announcement of future plans,Zero statement,singular,Federal level,does not apply,Lager Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",122,0,22,7,1327,0,22,24,1344,17,"The question must be asked: Are there collective agreements here? I assume there are not. If there are collective agreements, then the ^ parties have reached an agreement, then you can agree on a generally binding minimum wage for everyone or do it via the Posted Workers Act, as we have now done in many cases.",Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Wage policy in general,The past,Description of made/not-made policy,Concrete statement,singular,Federal level,does not apply,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,Inclusive representation,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",123,0,22,24,1344,0,22,37,1357,13,"And then we did something very important, which is very important to me personally: Not a uniform, nationwide, statutory minimum wage from Rostock to Munich, where ^ in my firm opinion, jobs will be lost.",Merkel,no,does not apply,Attack,Implicit,Politics,does not apply,Minimum wage specifically,The past,Description of made/not-made policy,Concrete statement,singular,Federal level,does not apply,Lager Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,negative impression,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",124,0,22,37,1357,0,22,55,1375,18,"But where there are no collective agreements, a commission will decide in future what is a fair basic wage and I believe that 3.50 euros, as we have in Thuringia in some cases, as we have in Saxony in others, is not acceptable and we have now found an instrument with which we can work against this.",Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Minimum wage specifically,The past,Description of made/not-made policy,Concrete statement,singular,Federal level,does not apply,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,Inclusive representation,no,no,no,no,neutral/not available,no,no,no,no,no
